BookID,Brightness,Colorfulness,Entropy,UniqueColors,Keypoints,Color1R,Color1G,Color1B,Color2R,Color2G,Color2B
1585365025,0.49495658,74.52311938250142,7.331049,81016,0.028852,108,94,62,227,156,80
0375841989,0.4836239,50.10617118386514,7.7515845,42424,0.02447317073170732,155,166,161,40,46,44
1580135706,0.4160495,74.27723270276596,7.0503497,42535,0.012905325443786982,64,93,137,127,153,189
0307165485,0.66098756,51.5721658340447,6.68278,72834,0.03398853868194843,192,227,249,126,87,61
0516246666,0.5608986,59.14054510246412,6.951368,73748,0.02313953488372093,78,168,86,238,230,220
1602680515,0.60351175,123.35815557917564,7.1863675,85414,0.027478036175710593,17,177,77,202,156,111
1897435630,0.57723635,1.930728285180527,7.00834,2336,0.027230379746835443,87,88,90,55,53,54
0763631485,0.5844429,33.963654191908006,7.591256,66097,0.04280184331797235,234,224,213,174,163,143
0395816599,0.7504372,70.00371423803499,6.973347,89045,0.015032520325203252,227,139,115,160,160,184
1603800425,0.4974434,40.28014443527009,7.4306808,88178,0.024984293193717276,181,166,140,127,74,90
0062304275,0.629051,131.79771371619796,7.412497,110062,0.025022044088176352,242,222,27,242,216,6
0312672896,0.50985146,112.58619858812534,6.6382265,55104,0.02152492668621701,11,135,195,252,252,251
0395978254,0.6857239,57.284847063262575,7.415688,77905,0.02396135265700483,211,159,108,246,226,175
0990791866,0.63125956,142.40841893364586,5.4405684,64860,0.019431635388739946,252,209,0,249,211,24
0761149120,0.6911123,117.46536599262649,6.502051,72003,0.023591954022988505,250,222,60,235,142,44
053120426X,0.4677111,80.26764652803628,7.490513,79702,0.019184652278177457,113,104,72,195,165,127
1601439040,0.38849592,46.609144334268734,5.1256742,19988,0.0075975975975975975,66,2,15,246,221,172
0531205177,0.5397403,88.46754403495677,6.9527774,74279,0.016787723785166242,237,142,89,39,33,20
043944604X,0.46625388,71.74385951430291,7.8630214,105782,0.03620231213872832,48,32,18,132,89,48
0692501223,0.6622841,33.40437560341988,6.6004143,64962,0.028105,174,212,168,143,181,143
0816730547,0.70646447,66.0814019303036,7.0223513,115257,0.038325581395348834,250,244,235,215,159,104
0618756639,0.69323486,31.173081356574766,7.066107,56866,0.021031784841075794,229,223,199,154,191,158
1419716476,0.37497395,45.26605242577118,7.1122613,67745,0.03692788461538461,43,49,66,152,88,62
0789212374,0.50726676,60.533375275898514,7.740838,89110,0.01838482384823848,174,172,98,120,92,54
1894786890,0.6147839,37.28561159645031,7.12632,64458,0.038906178489702514,150,160,170,173,167,149
0984384871,0.65793467,73.8320502753462,5.3036323,43010,0.018964769647696476,161,219,241,45,84,151
1402756984,0.64660513,71.36119866744693,6.4048944,97204,0.02720418848167539,250,218,151,88,72,144
0789497131,0.5803677,20.658300169941803,4.86738,16557,0.007820359281437126,254,254,254,41,47,44
0762436735,0.3825668,63.914454792987506,7.62639,85697,0.016005333333333333,142,72,56,49,22,26
1465408754,0.4365099,77.09861954755378,7.6824126,106094,0.029050602409638554,245,228,189,8,40,65
0822575957,0.41952816,62.140220551219045,5.544653,61430,0.010847457627118645,141,59,144,125,189,91
1404834672,0.6168367,67.23808016122827,7.624305,83877,0.016005128205128206,247,237,214,202,156,104
1608867900,0.62098366,65.0637762973783,7.546227,82256,0.028778115501519756,176,179,110,221,211,99
1403494940,0.7817219,49.523540853171916,6.8221145,65599,0.016111627906976744,245,241,233,201,135,170
0778712397,0.5636639,62.24165681383007,6.9646606,71790,0.03722560975609756,160,215,241,121,96,69
076140273X,0.7285161,94.49339080489669,6.2427807,9981,0.01628,249,248,246,10,178,90
1770495061,0.7095977,51.11661007372444,6.99369,56067,0.02767005076142132,242,244,238,126,185,97
068984137X,0.7184062,17.541903133891964,5.9508667,23006,0.03257372654155496,97,95,108,252,251,248
0385737491,0.77448165,84.60312340456008,6.3596435,68338,0.02117365269461078,244,241,197,230,218,102
039515023X,0.70302904,152.30086630381408,3.9699504,50159,0.016614250614250613,253,241,0,250,239,18
0060001321,0.5794695,78.52340942045247,7.1349053,75859,0.0173,149,167,214,165,182,227
0064451216,0.34962428,40.95601522517073,7.571347,102779,0.03897777777777778,42,23,14,38,19,30
1442430540,0.4424785,73.23342906433908,7.337756,92054,0.0313841961852861,153,76,38,142,34,13
0736862021,0.4393777,36.26011060145207,7.554124,19275,0.06243961352657005,106,98,73,172,164,131
1631404091,0.6487354,71.17431048877944,7.210226,86794,0.03216816816816817,252,250,227,158,62,135
0977649733,0.5641466,53.48065927299344,6.549536,77580,0.024296296296296295,191,148,100,109,108,53
006123477X,0.7336526,101.27923949173241,6.6262703,65920,0.018625,252,219,78,253,244,231
0816728283,0.7151362,26.26881945724997,4.48757,26830,0.011419689119170984,253,252,249,42,32,27
0764167588,0.49996617,33.725923210162165,7.792511,34183,0.06430971128608924,180,162,140,112,96,75
014240621X,0.6379707,51.21401592049329,6.920475,81264,0.02511002444987775,128,146,178,236,223,123
