ID,Sales Rank,Date,Review Score,Review Count
0812065832,326591.0,"August 1, 1996",4.77,52
1419704117,15303.0,"August 1, 2012",4.44,168
1416934839,97299.0,"March 6, 2007",4.77,28
1404239065,1780809.0,"January 30, 2008",0.0,0
0448431483,30413.0,"March 24, 2003",4.85,156
0312511078,2781.0,"May 10, 2011",4.78,1017
0395329205,19512.0,"October 25, 1982",4.75,156
0062060031,105498.0,"January 8, 2013",4.08,48
0762786477,628015.0,"April 12, 2013",4.28,39
149537467X,5237722.0,"January 30, 2014",0.0,0
0618747931,21661.0,"February 12, 2007",4.66,244
0763663212,17701.0,"March 11, 2014",4.87,677
0395939127,1028524.0,"April 23, 2001",4.6,5
1577171209,9010735.0,"March 1, 1999",0.0,0
0064451399,31678.0,"December 26, 2000",4.65,43
1410910113,2033616.0,"October 12, 2004",0.0,0
0545044456,45161.0,"August 1, 2008",4.64,59
1442457309,102732.0,"November 4, 2014",5.0,6
0802736009,753128.0,"December 3, 2013",4.19,47
0486444325,1386238.0,"August 15, 2005",4.0,1
0694016519,20743.0,"March 19, 2002",4.45,272
0794431224,253036.0,"July 22, 2014",4.69,212
1465428267,1896.0,"December 15, 2014",4.6,200
0613721209,5555093.0,"February 1, 2004",4.58,12
1783120088,2739253.0,"April 1, 2014",4.0,1
0544302362,57929.0,"September 2, 2014",4.55,61
1429680202,1185135.0,"February 1, 2012",3.76,8
1416979751,181373.0,"November 15, 2011",4.65,26
0805094075,153156.0,"October 15, 2013",4.89,9
0590907239,1159380.0,"April 1, 1999",4.47,34
0544503929,343753.0,"April 7, 2015",4.76,12
1442401990,94455.0,"November 3, 2009",4.48,13
1481415247,190594.0,"June 9, 2015",4.68,28
1465420207,63726.0,"June 2, 2014",4.38,100
076364143X,69803.0,"March 24, 2009",4.78,18
0375851313,1755896.0,"May 10, 2011",4.67,3
1403479305,4210334.0,"October 17, 2006",0.0,0
1605370088,2197875.0,"June 1, 2008",4.31,76
1936223120,1622430.0,"October 15, 2013",4.73,1602
0307681173,955328.0,"August 1, 1982",4.11,17
1426315562,2948.0,"May 13, 2014",4.7,110
0956252532,589906.0,"July 20, 2013",4.67,3
0547014805,201011.0,"October 6, 2008",4.75,20
068817485X,304458.0,January 2003,4.55,27
1575724901,3310015.0,"September 1, 1999",5.0,1
1620863960,1158401.0,"October 1, 2013",4.91,32
0756504872,5241656.0,"September 1, 2003",4.0,1
0547144180,36237.0,"February 15, 2010",4.68,331
0486245578,288919.0,"January 1, 1984",4.64,17
0749683716,16302682.0,"November 27, 2008",0.0,0
0310000882,45004.0,"September 1, 2015",4.52,68
0986444154,7184.0,"March 28, 2015",4.81,325
0486267059,601236.0,"May 1, 1991",4.69,13
0152010289,22626.0,"April 1, 1997",4.89,96
0312498578,77276.0,"December 26, 2006",4.31,60
1491404035,134962.0,"August 1, 2014",5.0,1
0618428585,34859.0,"September 27, 2004",4.59,88
0618966366,257391.0,"May 4, 2009",4.89,36
0375813926,392601.0,"February 25, 2003",4.49,37
0545215781,12117.0,"May 1, 2010",4.41,231
0794430120,1416571.0,"January 7, 2014",4.07,13
0736864865,4408794.0,"September 1, 2006",4.8,5
0823414043,787256.0,"February 1, 1998",5.0,3
014240120X,4056.0,"April 12, 2004",4.35,1260
0689857195,2400196.0,"October 1, 2003",4.83,6
0547722176,50117.0,"June 19, 2012",4.14,163
0618070346,269659.0,"August 26, 2000",4.79,64
0778797090,8866132.0,"March 1, 2003",5.0,1
1466484292,109196.0,"November 16, 2011",4.44,66
1432960075,339351.0,"February 1, 2012",4.83,6
0062219049,334322.0,"August 27, 2013",4.81,135
1403403236,17161662.0,"September 11, 2002",0.0,0
0545795508,14381.0,"March 31, 2015",4.94,81
1626721076,201174.0,"September 22, 2015",4.5,6
0531252299,1936283.0,"September 1, 2009",4.41,17
0804841217,306429.0,"November 11, 2014",4.86,30
0312377061,1049.0,"November 27, 2007",4.57,275
0152060308,10844.0,"September 1, 2006",4.73,216
0807536539,817667.0,"September 1, 2011",4.72,14
1625881118,9582081.0,"September 1, 2015",0.0,0
1885394179,1217052.0,"October 1, 1996",5.0,7
0545433169,3450.0,"February 23, 2016",4.88,213
1452145172,30416.0,"August 4, 2015",4.76,26
0142403997,54513.0,"December 1, 2005",4.88,136
1597020079,913443.0,"January 1, 2007",4.5,2
1492178284,8888062.0,"August 16, 2013",1.0,2
1404804854,27451.0,"September 1, 2003",4.66,49
0394805801,111371.0,2002,4.24,164
0061435260,156937.0,"May 20, 2008",5.0,7
014056750X,63668.0,"November 29, 2000",4.69,29
0689806876,131678.0,"August 1, 1996",4.91,35
0736896163,1000567.0,"September 1, 2006",4.81,16
053128025X,154273.0,"September 1, 2012",4.58,14
1600143237,6145897.0,"August 1, 2009",0.0,0
0887432735,3872.0,"April 15, 2015",4.64,185
1402766777,524524.0,"June 1, 2010",4.49,57
1477730206,8018910.0,"January 1, 2014",0.0,0
0531219674,2169719.0,"January 1, 2013",0.0,0
0531254208,3953254.0,"September 1, 2011",0.0,0
0439669375,13901.0,"October 1, 2004",4.55,141
1550288563,12101303.0,"October 27, 2004",0.0,0
0786807539,509018.0,"October 1, 2003",4.75,4
1593275668,487057.0,"December 14, 2014",4.46,11
0439691842,595028.0,"October 1, 2012",4.33,3
0316301698,70888.0,"November 3, 2015",4.36,36
1550746693,229690.0,"September 1, 1999",4.71,21
0064400816,71618.0,"October 20, 1976",4.61,69
1484704711,56411.0,"September 1, 2015",4.76,93
1455614599,1630597.0,"September 28, 2011",4.5,2
0763658545,772879.0,"April 24, 2012",4.36,50
1494941449,1292818.0,"January 8, 2014",4.0,2
1844763471,3136986.0,"January 31, 2008",4.61,13
1477826378,180275.0,"July 21, 2015",4.69,127
0756629748,154772.0,"June 25, 2007",4.21,37
0688123333,3406034.0,"May 21, 1993",4.13,8
0689831528,60250.0,"January 1, 2002",4.83,63
0822572737,3721182.0,"September 1, 2009",3.0,1
2897180366,130038.0,"April 1, 2013",4.65,20
0449817121,823669.0,"January 7, 2014",3.6,20
0448479117,40835.0,"December 26, 2014",4.83,37
1936024993,652113.0,"February 15, 2011",4.6,10
031250215X,8796.0,"March 18, 2008",4.62,158
1467712485,1049864.0,"August 1, 2013",3.0,2
0794526284,292055.0,"January 1, 2010",4.94,30
1590526015,79199.0,"February 3, 2006",4.83,115
1426301960,1256792.0,"February 12, 2008",5.0,1
1592539041,34117.0,"April 1, 2014",4.85,28
0062060066,230669.0,"January 7, 2014",4.29,7
1633220508,46893.0,"October 1, 2015",4.6,42
0874835801,7441332.0,"January 27, 2006",0.0,0
0064451321,78273.0,"August 18, 1995",4.58,28
1419718231,19618.0,"October 6, 2015",4.63,16
0789462907,1765725.0,"June 14, 2000",2.0,1
1589807987,399814.0,"September 2, 2010",4.44,12
0448479052,15446.0,"August 11, 2015",4.69,43
0064421023,7084366.0,"April 10, 1999",0.0,0
0399234160,7405.0,"August 27, 2001",4.8,334
1404805087,19505.0,"January 1, 2004",4.8,25
0375868496,693156.0,"September 25, 2012",4.94,18
0064451771,1043569.0,"December 12, 1998",4.77,13
0553499017,3226.0,"July 22, 2014",4.7,125
1607107031,944732.0,"April 23, 2013",4.0,5
1494874873,94282.0,"January 3, 2014",4.43,14
162779154X,599216.0,"February 3, 2015",4.51,47
0375803971,341796.0,"January 2, 2001",4.45,28
0062202081,249294.0,"September 13, 2012",4.7,172
143299302X,2838998.0,"January 1, 2014",0.0,0
0791065294,5261315.0,"November 1, 2001",0.0,0
0547487045,3703.0,"October 25, 2010",4.85,237
1476552134,503199.0,"January 1, 2014",5.0,6
015202168X,145464.0,"May 1, 2001",4.76,33
0486284476,23716.0,"February 9, 1995",4.36,175
148142999X,103350.0,"May 12, 2015",4.95,21
0789479648,812552.0,"September 1, 2001",5.0,14
0756545129,366247.0,"August 1, 2011",4.69,16
0448484064,24358.0,"June 23, 2015",4.9,21
0062292587,2962.0,"December 23, 2013",4.95,243
1580625576,176.0,"October 1, 2001",4.56,1142
0761455477,592183.0,"March 1, 2009",3.98,40
1429612851,11507652.0,"January 1, 2008",0.0,0
4805312165,60178.0,"November 5, 2013",5.0,22
0374323356,473361.0,"May 8, 2002",5.0,9
0061123250,38704.0,"December 26, 2007",4.78,88
0812063163,252342.0,"November 13, 1992",4.8,10
0830628460,36191.0,"November 1, 1987",4.28,68
143291443X,13845679.0,"July 26, 2008",0.0,0
061580456X,3833365.0,"July 11, 2013",4.92,26
0385752792,93344.0,"January 28, 2014",4.85,46
0439706408,8646.0,"February 1, 2005",4.56,179
1607531917,7621719.0,"September 1, 2011",0.0,0
0061234893,44697.0,"February 25, 2014",4.79,42
0064442624,752454.0,"June 3, 1999",4.8,10
1442488425,134326.0,"December 3, 2013",4.85,19
0448463326,37003.0,"March 21, 2013",4.61,96
1472327284,591775.0,"September 20, 2013",4.26,19
0316333301,57656.0,"October 7, 2014",4.79,37
0739813358,4401163.0,"January 1, 2000",0.0,0
0547152280,216537.0,"September 6, 2010",4.7,31
168139782X,4694655.0,"September 27, 2015",5.0,1
1621572544,60867.0,"September 15, 2014",4.86,128
0395751861,179109.0,"August 23, 1999",5.0,14
0545787831,8436.0,"May 26, 2015",4.92,137
1937161196,3227011.0,"July 1, 2010",4.86,7
0545270510,518841.0,"January 1, 2011",4.81,27
0823410811,57804.0,"January 1, 1993",4.8,39
0312517378,6363.0,"August 26, 2014",4.7,111
0670892890,120188.0,"April 14, 2003",4.45,85
098198603X,3007384.0,"April 5, 2010",4.83,6
0374355495,9180.0,"September 8, 2015",4.6,167
1465439358,2503.0,"December 1, 2015",4.73,133
0823418871,2167908.0,"October 25, 2005",4.7,10
0142409421,58116.0,"October 4, 2007",4.53,75
1620658917,77624.0,"January 1, 2013",5.0,9
1558584862,94826.0,"January 26, 1999",4.78,30
0938256939,2814.0,"May 15, 2015",4.03,264
0688149715,832939.0,"August 19, 1997",3.84,7
0545823250,32701.0,"July 28, 2015",4.83,150
0763653020,48159.0,"February 22, 2011",4.74,19
1934968102,48779.0,"March 15, 2009",4.69,43
068985160X,15386.0,"October 10, 2006",4.73,112
0756622387,44615.0,"September 25, 2006",4.83,256
1607530740,10120574.0,"January 1, 2011",0.0,0
0448431440,5633.0,"August 25, 2003",4.59,131
037582264X,46930.0,"September 24, 2002",4.75,88
0688115128,124654.0,"April 20, 1992",4.29,13
0778796639,1868007.0,"October 1, 2008",5.0,1
0060777540,176948.0,"April 12, 2005",4.74,39
1494884518,1101470.0,"January 5, 2014",3.75,4
013319552X,1042534.0,"June 30, 2012",5.0,2
1442444134,43947.0,"December 31, 2013",4.73,356
1582463050,36590.0,"October 13, 2009",4.73,46
0750221631,13666818.0,"July 31, 1998",0.0,0
0789447649,2981687.0,"October 1, 1999",5.0,1
0439649501,4563.0,"September 1, 2004",4.78,173
1593695993,909075.0,"September 1, 2009",4.71,30
0753455773,273941.0,"April 25, 2003",4.54,26
0062071661,524824.0,"May 6, 2014",4.73,18
1936975254,567304.0,"October 30, 2012",4.8,67
0807594733,25095.0,"January 1, 1997",4.31,225
0316256749,191838.0,"June 16, 2015",4.02,12
9380028253,1139229.0,"July 27, 2010",5.0,2
076115020X,13782.0,"September 24, 2008",4.49,127
0440417953,271219.0,"April 16, 1997",2.32,13
076361291X,2638118.0,"June 1, 2001",0.0,0
0816774277,1550755.0,"May 1, 2002",3.88,8
0984425748,779641.0,"December 9, 2011",5.0,11
1568462433,580487.0,"March 3, 2015",5.0,11
0807551783,2353132.0,"March 1, 1997",1.0,1
0060544678,90145.0,"February 21, 2006",4.72,25
0823421570,822361.0,"January 2, 2008",3.85,13
0448419653,52751.0,"August 16, 1999",4.79,208
1926818989,3781384.0,"November 15, 2011",0.0,0
1416994726,115172.0,"August 10, 2010",4.43,16
0890875111,3498659.0,"November 1, 1995",5.0,14
0811865428,31490.0,"October 1, 2008",4.92,59
0062104950,153473.0,"July 21, 2015",4.33,735
0763658553,81124.0,"September 10, 2013",4.64,28
1553370457,407400.0,"August 1, 2002",5.0,9
1484704029,10239.0,"September 2, 2014",4.59,109
1452110743,22064.0,"July 25, 2012",4.71,45
077872901X,450037.0,"November 1, 2006",0.0,0
0448484072,7911.0,"April 21, 2015",4.8,69
1616518898,2561196.0,"April 1, 2012",3.5,2
0794522394,3196439.0,"June 1, 2009",4.4,5
0679881689,6393.0,"September 23, 1997",4.6,144
0756635268,229406.0,"February 18, 2008",4.6,10
158089626X,553427.0,"January 6, 2015",4.71,7
1476552088,1322869.0,"January 1, 2014",4.25,4
1564023060,2335655.0,"March 7, 1996",4.5,10
1416955690,525411.0,"July 1, 2008",4.57,37
0547634552,866803.0,"January 8, 2013",4.59,55
1560653701,9416551.0,"January 1, 1996",0.0,0
0140542760,110427.0,"September 1, 1996",4.8,24
1499800401,11074.0,"April 7, 2015",4.67,137
1564586774,1446060.0,"March 15, 1995",4.49,6
054585279X,81978.0,"August 25, 2015",4.79,73
1494874865,320552.0,"January 3, 2014",4.63,32
0375867325,616827.0,"January 10, 2012",4.4,10
1590172175,71198.0,"October 17, 2006",4.77,43
0448461927,5161.0,"November 8, 2012",4.68,133
0985735309,186444.0,"January 1, 2013",4.67,9
0142300241,502095.0,"October 1, 2001",4.55,11
1582461082,42090.0,"October 1, 2003",4.58,38
080756513X,540563.0,"September 1, 2015",4.56,9
0374375259,578552.0,"October 3, 2001",4.55,20
054773851X,892487.0,"January 8, 2013",4.73,15
0544066871,5996.0,"August 20, 2013",4.5,117
0547818521,99339.0,"October 9, 2012",4.86,37
0714863890,379748.0,"October 28, 2013",4.22,13
1905516312,2000363.0,"September 6, 2010",4.0,1
0312509235,803216.0,"August 17, 2010",4.41,141
0375847510,399721.0,"May 12, 2009",5.0,7
1556526539,61275.0,"June 1, 2007",4.53,45
0553497766,154267.0,"January 6, 2015",5.0,7
0448489139,14742.0,"October 20, 2015",4.55,96
1590171020,1273771.0,"June 30, 2004",4.75,4
0545507715,4728.0,"April 30, 2013",4.73,130
0689830513,126269.0,"November 1, 1999",4.58,95
0803733577,11809.0,"October 13, 2011",4.9,81
0525477179,127750.0,"October 19, 2006",4.7,67
0140382658,3551785.0,"November 1, 1996",0.0,0
0374300070,735058.0,"February 17, 2015",4.76,8
0060891017,191327.0,"December 30, 2008",4.57,21
144955265X,1137232.0,"October 12, 2009",4.86,7
0590405160,119371.0,1983,4.71,153
0802774407,240060.0,"September 1, 1995",4.91,33
1515311945,3651102.0,"August 11, 2015",4.85,13
0689838573,18976.0,"October 1, 2000",4.96,46
0865434220,5667475.0,"April 1, 1995",4.67,3
0394856937,29747.0,"August 12, 1985",4.3,42
1880582074,873008.0,"September 1, 1993",4.4,5
061849295X,26891.0,"September 20, 2004",4.81,16
1608934543,528527.0,"October 1, 2015",4.9,10
0892391634,85071.0,"February 17, 2000",4.87,23
0064430448,117143.0,"July 14, 1983",4.84,59
1250052157,22494.0,"March 11, 2014",4.53,380
054501865X,713801.0,"October 1, 2009",4.8,5
1495929515,181185.0,"February 13, 2014",4.25,4
1554532264,146893.0,"September 1, 2007",3.92,11
0316308552,366547.0,"September 1, 1994",5.0,1
0142300187,69309.0,"October 1, 2001",3.93,17
1492309818,1553741.0,"September 9, 2013",5.0,1
1442452633,77298.0,"August 7, 2012",4.7,30
1607960699,520598.0,"December 26, 2008",3.75,17
1400071569,1309385.0,"October 15, 2013",4.1,56
1426307772,10989.0,"April 12, 2011",4.35,85
0439846838,3437.0,"September 1, 2009",4.67,570
0972592105,7168731.0,"December 1, 2004",0.0,0
1936313820,172380.0,"October 1, 2011",4.67,12
1597020192,36576.0,"October 1, 2009",4.65,85
0822557746,4986848.0,"January 1, 2006",5.0,1
0395510759,5408785.0,"April 1, 1991",0.0,0
0152063420,36057.0,"September 1, 2008",4.74,53
1478241675,6925127.0,"July 16, 2012",0.0,0
1416971459,1596.0,"October 6, 2009",4.57,90
031637086X,16691.0,"September 1, 2014",4.69,671
1465420495,50151.0,"June 16, 2014",4.51,32
1250062918,68456.0,"May 5, 2015",3.69,52
0883880911,3839473.0,"June 1, 1983",4.0,1
0062187953,14164.0,"October 7, 2014",4.68,52
1484712684,744807.0,"May 6, 2014",4.63,24
0763662291,1700.0,"October 14, 2014",4.47,196
0939217821,12695.0,"January 5, 2015",4.71,93
0316257621,23719.0,"September 1, 2015",4.03,138
0753459183,88028.0,"September 15, 2005",4.75,62
0385372337,122158.0,"July 9, 2013",4.66,59
1557996598,53759.0,"March 1, 1998",4.54,49
0689848919,5572.0,"March 1, 2002",4.52,998
1894786874,286148.0,"August 1, 2013",4.34,31
0375866426,920866.0,"March 8, 2011",4.56,30
080757824X,460271.0,"March 1, 2009",4.81,42
037583768X,1332332.0,"September 9, 2008",4.67,9
1596430079,2723452.0,"October 1, 2004",4.56,9
0486234991,118871.0,"June 1, 1977",4.41,49
1426310633,275369.0,"March 27, 2012",4.75,90
0778731774,6864895.0,"January 15, 2010",0.0,0
0237541238,10400906.0,"June 1, 2011",0.0,0
0736927735,58174.0,"June 1, 2010",4.8,25
0486401685,47188.0,"January 27, 1998",4.58,137
0316204994,50472.0,"April 21, 2015",4.62,69
0689868855,513580.0,"July 1, 2004",4.45,60
061855744X,372821.0,"April 12, 2006",4.86,141
1409516490,827705.0,2010,4.46,11
148471671X,18975.0,"May 5, 2015",4.55,255
0763663204,195063.0,"July 14, 2015",4.89,58
1580626874,1639.0,"March 1, 2002",4.59,189
0786809248,1717693.0,"August 9, 2004",0.0,0
0545757142,36841.0,"January 6, 2015",4.75,36
0670062405,5216.0,"September 6, 2007",4.72,440
1433350025,492161.0,"July 30, 2012",0.0,0
1423129717,82965.0,"January 5, 2010",4.43,202
0736429727,7779.0,"September 18, 2012",4.41,82
0736864873,3377750.0,"September 1, 2006",0.0,0
1512352993,787542.0,"May 23, 2015",3.31,41
1416964460,1261600.0,"September 2, 2008",4.75,4
0062118498,92577.0,"April 28, 2015",4.82,56
1886069085,3878071.0,"August 9, 1999",4.0,1
0781807123,793249.0,"November 1, 1998",4.5,2
0981943004,96926.0,"July 1, 2009",4.81,15
1580376320,897686.0,"January 3, 2012",4.39,8
1416961232,940412.0,"January 3, 2012",3.92,24
0553522132,28521.0,"January 6, 2015",4.76,90
1479521426,101553.0,"August 1, 2013",4.29,124
0316138142,2036126.0,June 2002,5.0,3
0736430156,818773.0,"July 2, 2013",4.76,33
0395845467,1624252.0,"April 4, 1997",4.89,9
1589255194,28884.0,"March 1, 2014",4.48,90
0545552974,44045.0,"October 29, 2013",4.96,93
078680744X,80047.0,"February 1, 2002",4.66,51
0060267631,1469098.0,"April 27, 1999",4.41,22
0140553126,51073.0,"June 1, 1997",4.43,47
1936172496,3541290.0,"April 19, 2012",4.86,7
0061953385,11512.0,"January 17, 2012",4.68,275
1423160282,13039.0,"July 31, 2012",4.78,117
0060560665,122911.0,"December 16, 2003",4.4,17
177049345X,140450.0,"November 18, 2011",4.93,14
1633626709,6463561.0,"August 1, 2015",0.0,0
0316019984,27253.0,"October 5, 2010",4.88,222
084318079X,1483707.0,"December 26, 2014",4.92,12
1429694742,399343.0,"August 1, 2012",3.5,4
8124107149,19286189.0,"January 8, 2007",0.0,0
0595477399,14615474.0,"March 26, 2008",0.0,0
0531212491,447208.0,"September 1, 2010",4.1,10
1422223167,13756719.0,"September 1, 2012",0.0,0
0394423348,550854.0,"December 1, 1977",4.7,21
067144901X,1252.0,"November 30, 1982",4.77,1259
054438072X,12780.0,"March 24, 2015",4.69,66
1410946509,3940137.0,"August 1, 2012",0.0,0
1743214235,132238.0,"October 1, 2012",5.0,4
0898127599,4124145.0,"January 15, 2013",2.0,1
0618800417,16822.0,"June 22, 2009",3.89,26
0545075521,3417.0,"January 1, 2011",4.61,828
145643151X,4955237.0,"December 4, 2010",5.0,2
0778742466,1235450.0,"October 1, 2008",4.75,4
162203466X,4203.0,"April 1, 2015",4.78,382
0431152500,10704600.0,2002,0.0,0
0486468933,2131.0,"May 19, 2008",4.7,357
0521122104,2434405.0,"August 16, 2010",4.75,4
158947421X,14738.0,"January 1, 2014",4.2,74
0843112794,59674.0,"September 8, 2005",4.53,127
0062012932,573887.0,"July 27, 2010",4.82,90
0763660701,739702.0,"September 22, 2015",4.4,5
193843823X,145616.0,"April 8, 2013",4.59,17
0448483076,86616.0,"August 11, 2015",4.85,27
0375851186,73488.0,"June 9, 2009",4.58,7
B005ZODO22,5730281.0,"July 1, 2003",0.0,0
0060001046,219900.0,"August 22, 2006",4.4,18
0395912148,99377.0,"October 26, 1998",4.45,1080
1410949613,4102372.0,"February 1, 2013",0.0,0
059046146X,681172.0,"May 1, 1993",4.6,5
0723255784,24711.0,"October 20, 2005",4.56,109
1467721824,664809.0,"January 1, 2014",5.0,2
9509080004,5983491.0,October 2004,4.0,1
1250082218,126729.0,"July 14, 2015",4.34,86
0843183179,984873.0,"October 6, 2015",4.84,12
0545641462,673906.0,"January 27, 2015",4.34,102
0486423824,193055.0,"October 1, 2002",4.32,104
091629112X,3313247.0,"September 1, 1987",5.0,1
1596439521,57091.0,"September 22, 2015",4.8,103
075667316X,157020.0,"April 18, 2011",4.52,34
1422226670,6911851.0,"September 1, 2012",0.0,0
1600141358,5469316.0,"September 1, 2007",0.0,0
053107904X,8834660.0,"October 1, 1990",0.0,0
194013711X,1983.0,"January 13, 2014",4.74,91
9685389357,5866291.0,"August 30, 2007",0.0,0
1630472611,84735.0,"November 4, 2014",4.51,51
1419703714,9696.0,"May 7, 2013",4.84,169
0140385061,23619.0,"May 1, 1999",4.66,56
0763663069,114410.0,"September 9, 2014",4.65,22
0439639069,22367.0,"September 1, 2007",4.69,74
0763632066,303024.0,"October 24, 2006",4.68,45
0849958490,28692.0,"March 17, 1998",4.84,116
0735315051,36052.0,"May 1, 2003",4.07,54
0174370628,,March 1993,0.0,0
1600606512,181670.0,"October 1, 2012",4.84,25
0736431195,8902.0,"October 1, 2013",4.57,359
1494865408,568388.0,"January 2, 2014",4.4,20
0736838465,133659.0,"January 1, 2005",4.38,13
1433370611,2210689.0,"February 15, 2013",0.0,0
1624038670,6076307.0,"September 1, 2015",0.0,0
1595660437,14764783.0,"August 1, 2004",0.0,0
0689810059,27537.0,"June 1, 1996",4.75,91
0865059578,447759.0,"March 15, 2000",4.67,3
2848019433,637751.0,"March 18, 2014",4.29,14
0142418765,231493.0,"August 18, 2011",4.34,12
1847807038,198468.0,"September 3, 2015",4.82,17
006057626X,442821.0,"December 27, 2005",4.91,11
0440984459,1136316.0,"September 15, 1978",4.21,93
1556524552,8342.0,"September 1, 2002",4.4,75
1402244258,396137.0,"April 1, 2010",4.15,6
0060291699,38841.0,"October 3, 2000",4.86,1711
1617147575,2625825.0,"January 1, 2011",0.0,0
0887436331,4730409.0,"September 1, 1999",5.0,1
0395288452,6736267.0,"September 1, 1977",4.8,5
0316264814,289720.0,"October 27, 2015",4.82,17
0689857497,77899.0,"August 1, 2005",4.75,31
1938438132,104219.0,"February 24, 2013",4.76,22
1423101456,29284.0,"May 1, 2007",4.72,1841
162370135X,631123.0,"August 1, 2014",4.3,13
1623704251,157100.0,"August 1, 2015",4.53,36
0545504929,2369.0,"August 25, 2015",4.53,2034
1563977540,2710232.0,"April 1, 1999",5.0,1
0786837462,1265.0,"April 1, 2006",4.8,382
0763671541,2148502.0,"August 5, 2014",5.0,4
0810934868,534338.0,"August 1, 2002",4.8,5
0823961508,12425448.0,"November 1, 2001",0.0,0
1432913409,2140135.0,"August 1, 2008",4.0,4
0312535619,67287.0,"January 6, 2009",4.58,142
0545662753,17851.0,"August 25, 2015",4.86,67
1589475216,4539643.0,"January 31, 2002",0.0,0
014230199X,3175750.0,"September 30, 2002",4.01,3
1434222926,410032.0,"March 1, 2010",4.01,9
0142414603,18804.0,"September 3, 2009",4.84,43
0689877021,655751.0,"March 1, 2006",5.0,11
0375846212,821.0,"January 27, 2009",4.64,657
075666277X,6368.0,"July 5, 2010",4.81,119
1620656949,728749.0,"February 1, 2013",3.68,3
0064442721,215132.0,"April 5, 2000",4.64,106
1598453580,98268.0,"August 1, 2011",4.2,20
068815283X,81019.0,"March 28, 1997",4.6,42
0544308328,38064.0,"September 1, 2015",4.76,90
0375844805,699984.0,"January 13, 2009",4.34,21
1493549472,2514495.0,"October 22, 2013",4.67,3
1419714317,66257.0,"May 5, 2015",4.81,27
0061235954,281145.0,"July 28, 2009",4.68,55
0756637716,209496.0,"June 30, 2008",4.8,5
1619637219,89069.0,"October 6, 2015",4.7,34
1852108231,,"June 1, 1990",0.0,0
0761390480,1525332.0,"February 1, 2014",4.83,6
074964446X,10457803.0,"January 31, 2003",0.0,0
1465437886,1735.0,"September 1, 2015",4.46,241
155337987X,1561077.0,"September 1, 2006",4.5,10
0753451336,95138.0,"September 30, 1998",4.74,41
1619635674,66436.0,"September 8, 2015",4.91,11
1457187914,656451.0,"April 21, 2016",5.0,5
0061804428,31746.0,"January 22, 2013",4.76,34
0670013951,14469.0,"August 6, 2013",4.77,264
0545436540,972.0,"September 1, 2012",4.65,90
0983183945,254021.0,"April 11, 2013",4.83,6
0544149440,345733.0,"March 18, 2014",4.8,10
1927815215,4660678.0,"September 16, 2014",4.86,21
0618891994,292684.0,"April 1, 2008",4.29,37
1781866279,979322.0,"June 1, 2012",4.43,33
0823410781,175054.0,"January 1, 1993",4.81,21
0316789704,17710.0,"August 2, 2006",4.76,135
1885767544,76992.0,"July 15, 1999",4.43,61
0613243587,340419.0,"March 8, 2000",4.69,32
0449813088,64436.0,"May 26, 2015",5.0,9
0380709538,33798.0,"August 15, 2006",4.68,104
0763681083,17109.0,"September 8, 2015",4.62,2146
159437807X,1052809.0,January 2004,4.91,11
0439992338,3740339.0,"October 19, 2001",0.0,0
0547577133,126375.0,"September 6, 2011",4.5,53
0843183314,25542.0,"October 6, 2015",4.75,19
0736854894,5306389.0,"January 1, 2006",5.0,1
0316135771,3016939.0,"April 1, 2000",4.34,3
193324156X,19110.0,"June 5, 2008",4.48,78
1885593171,700385.0,"May 1, 1998",3.65,26
0761159231,46442.0,"February 3, 2011",4.23,80
1426305826,133999.0,"July 28, 2009",4.72,44
1429611944,3918736.0,"September 1, 2007",3.0,1
0618179992,996725.0,"April 20, 2009",4.75,12
054741725X,172882.0,"April 4, 2011",4.83,6
0027365700,2637560.0,"December 1, 1982",4.7,132
0380729024,2961283.0,"October 9, 2001",5.0,3
0142410586,8851.0,"January 31, 2008",4.04,362
0689860072,127993.0,"April 1, 2003",4.7,439
0756538459,5437148.0,"January 1, 2008",4.0,1
1571684980,1563063.0,"December 1, 2000",5.0,1
1507804482,2668476.0,"January 17, 2015",1.0,1
0778723089,781270.0,"March 15, 2005",0.0,0
0439627923,612710.0,"September 1, 2004",4.85,41
1484712390,19204.0,"May 12, 2015",4.9,76
0449816818,867.0,"September 10, 2013",4.81,337
0385375298,1421137.0,"January 7, 2014",4.66,6
1557999007,55697.0,"January 1, 2003",4.39,69
0531237273,2056531.0,"March 1, 2009",5.0,2
1584302674,128499.0,"July 30, 2010",4.43,62
0578135108,151855.0,"December 31, 2013",4.69,31
0824919548,34018.0,"September 8, 2015",4.58,17
0060780029,287655.0,"January 28, 2014",4.03,490
1426308469,125.0,"October 11, 2011",4.75,1321
1423147774,135835.0,"October 18, 2011",4.76,102
054563914X,5714.0,"January 6, 2015",4.73,96
1423174917,14897.0,"May 21, 2013",4.83,231
1423121058,591813.0,"September 29, 2009",4.66,28
1514250381,147344.0,"June 8, 2015",3.5,4
0671886029,566036.0,"January 1, 1994",4.01,3
0316133922,87365.0,"May 1, 2012",4.25,95
053130177X,990279.0,"September 1, 1999",4.9,20
0531222071,832568.0,"March 1, 2009",5.0,6
0439317460,866776.0,"May 1, 2002",4.8,10
1632873974,54933.0,"May 30, 2014",4.5,4
0140567356,12948.0,2002,4.62,28
0531147827,531419.0,"March 1, 2008",4.51,8
