ID,Sales Rank,Date,Review Score
0881060763,149981,"February 1, 2006",4.91
0547328605,421852,"April 5, 2010",4.68
1585363553,306933,"June 5, 2008",4.78
1935179195,393470,"September 25, 2012",4.41
1930900767,345509,"December 1, 2014",4.79
1585361267,44862,"September 1, 2003",4.57
0763679410,228201,"September 8, 2015",4.01
0689860099,431953,"May 1, 2003",4.32
0375852182,577668,"February 9, 2010",4.2
1465428402,144850,"June 2, 2015",4.58
1585361763,234085,"November 1, 2011",4.18
054705341X,932054,"May 18, 2009",4.76
0061958115,690271,"October 22, 2013",4.89
1879431203,207586,"September 15, 1991",4.02
0789324083,472838,"September 13, 2011",4.67
076367561X,744456,"June 9, 2015",4.83
1620657201,138431,"February 1, 2013",4.62
0763661511,667759,"October 8, 2013",4.8
1250040086,230369,"February 25, 2014",4.46
0486253880,577174,"June 1, 1987",4.3
0061958158,107973,"June 25, 2013",4.37
0761455248,1180773,"March 1, 2009",4.12
1250016711,825057,"March 5, 2013",4.33
0152059105,1099168,"August 26, 2014",5.0
0062006185,661640,"March 13, 2012",4.61
0679886060,125147,"March 18, 1997",4.21
0547719035,110054,"March 6, 2012",4.75
1930900473,480271,"November 1, 2010",4.86
0547576951,376822,"September 13, 2011",4.8
0531245055,560473,"January 15, 2013",4.92
068984669X,957996,"December 1, 2001",3.86
0140549889,690385,"March 1, 1993",4.6
0881069116,224887,"July 1, 1998",4.79
1600609864,494175,"September 1, 2012",4.55
1908985348,144247,"April 14, 2015",5.0
0316080209,500227,"September 1, 1998",4.38
0547636695,1469322,"May 8, 2012",3.88
0448425971,204260,"September 16, 2002",4.76
0062077546,770624,"May 27, 2014",5.0
0375802215,238094,"April 24, 2001",5.0
1556527209,690750,"March 1, 2008",4.55
0062077503,797186,"May 29, 2012",4.32
1429673516,176816,"August 1, 2011",4.64
1567921965,546389,"November 1, 2001",4.76
0590419528,475475,"October 1, 2014",4.68
048623584X,183372,"October 1, 1982",4.19
0802407161,92337,"February 1, 2013",4.75
0531289966,1385905,"March 1, 2011",3.0
0822523809,2207128,"August 1, 2004",3.0
1429671998,1236127,"August 1, 2011",3.5
1592968279,6810634,"January 1, 2007",0
1477764836,2463742,"August 1, 2014",0
1604146362,7612202,"November 29, 2012",5.0
1477765220,8753528,"August 1, 2014",0
1429679662,2947262,"January 1, 2012",0
1567668070,1400788,"July 1, 2000",0
072321803X,5024427,1975,0
1433962756,2351634,"January 1, 2012",0
1433321165,2088651,"October 1, 2010",0
0531216225,989376,"September 1, 2008",0
0794517013,5947695,"June 1, 2007",5.0
0836837290,7837335,"August 1, 2003",0
0749816090,9236622,"April 1, 1993",0
0789431033,7374431,"March 15, 1998",0
0823982459,9817653,"January 1, 2001",0
1577171209,9010735,"March 1, 1999",0
188304314X,9866279,"August 1, 1999",4.0
1477767878,3948830,"August 1, 2014",0
0723217548,7164986,"January 1, 1974",0
1862085323,,"October 12, 1997",0
0749626178,16736165,"June 12, 1997",0
1404270809,,"August 30, 2006",0
1433971275,,"August 1, 2012",0
1433321173,8066468,"October 1, 2010",0
1433318245,3376203,"August 1, 2010",0
1433318253,17548681,"August 1, 2010",0
0723212678,8380543,"January 1, 1971",0
1477767770,14010957,"January 1, 2015",0
B00C08KGLI,2592769,"March 23, 2013",4.5
B008647VN6,2256782,,4.0
1846432065,Error 404,Error 404,Error 404
0763650781,124707,"August 27, 2013",4.86
0736427481,461522,"August 10, 2010",4.67
1589256093,3988,"September 1, 2013",4.15
0312510802,3721,"May 10, 2011",4.6
1906250820,16473,"October 15, 2013",4.65
0756634652,2104,"February 18, 2008",4.14
0736425829,15757,"May 12, 2009",4.31
0763664936,15668,"February 11, 2014",4.77
0811865428,31490,"October 1, 2008",4.92
1465416730,2482,"December 23, 2013",4.85
0694011649,28159,"April 18, 1998",4.79
0736431055,4774,"July 23, 2013",4.74
1906250847,11686,"October 15, 2013",4.7
0753459175,46621,"September 15, 2005",4.75
0794421806,380998,"June 28, 2011",4.53
0761453288,46968,"September 1, 2006",4.41
0553496832,79624,"January 6, 2015",4.6
075345307X,38746,"September 15, 2000",4.74
0486409732,292535,"April 11, 2000",4.0
1602191891,13780,"April 15, 2014",4.43
0448191113,9333,"March 15, 1989",4.58
0553524577,807841,"July 28, 2015",4.62
0939217821,12695,"January 5, 2015",4.71
0736423478,4519,"April 25, 2006",4.5
0385389256,22164,"January 6, 2015",4.72
0756613841,23984,"September 5, 2005",4.8
0736429794,12243,"July 23, 2013",4.55
0439318157,688380,"November 1, 2001",4.63
0789411369,401226,"September 1, 1996",4.18
1481400975,129334,"May 5, 2015",4.69
0756602394,8732,"August 16, 2004",4.2
0062306294,74146,"October 6, 2015",4.72
1416941355,73460,"August 25, 2009",4.84
0531208524,16808,"March 1, 2012",4.61
0892726989,29407,"January 1, 2006",4.59
0670014672,40369,"August 30, 2012",4.8
0439916178,,"April 1, 2007",4.3
0736431691,496620,"July 22, 2014",4.78
0689850913,99139,"November 1, 2003",4.7
0736426388,194529,"August 11, 2009",4.84
1590179366,70367,"September 29, 2015",4.57
0312493894,41494,"August 1, 2004",4.67
0763649589,805861,"November 9, 2010",4.73
0545468248,268882,"August 27, 2013",4.48
0544108086,24446,"September 3, 2013",4.84
0544423550,81835,"March 3, 2015",4.36
0553510959,178754,"September 22, 2015",4.55
076365809X,269828,"June 11, 2013",4.72
0753472074,161230,"October 28, 2014",4.92
1472317955,390489,"June 21, 2013",4.34
0688093566,26736,"May 23, 1990",4.51
0062250159,43299,"September 16, 2014",4.91
0753459183,88028,"September 15, 2005",4.75
0448478994,88491,"July 17, 2014",4.8
0761154663,501947,"November 27, 2012",4.2
1616901438,13595010,"July 15, 2010",0
1590785959,415499,"September 1, 2008",4.48
1419714317,66257,"May 5, 2015",4.81
1465414266,16759,"September 16, 2013",3.33
1563978733,48509,"February 1, 2000",4.74
0756663024,11986,"June 21, 2010",4.49
1554077044,37854,"July 1, 2010",4.8
0794518613,59938,"December 1, 2007",4.63
1634286006,238236,"August 27, 2014",3.68
1894786890,579226,"April 1, 2014",4.67
1465401717,1654127,"January 16, 2013",4.4
0694001902,321664,"September 25, 1987",4.66
1632873974,54933,"May 30, 2014",4.5
1433955709,7610916,"August 1, 2011",0
1681853167,205420,"May 8, 2015",4.12
0789443074,129986,"April 1, 1999",4.37
0756691672,8301,"December 19, 2011",4.49
0794430120,1416571,"January 7, 2014",4.07
160433326X,248965,"March 5, 2013",4.2
0688122841,1229171,"April 15, 1997",4.34
0822558998,1633768,"June 1, 2006",4.75
1491404035,134962,"August 1, 2014",5.0
0545550289,2510945,"January 7, 2014",4.0
151420066X,1100982,"June 5, 2015",0
1433955644,575749,"August 1, 2011",5.0
1432975056,1282819,"August 1, 2013",4.33
0794527280,239811,"June 1, 2010",4.13
0761391827,9410541,"January 1, 2013",4.67
1564023648,1419577,"June 6, 1994",5.0
1598452452,2903451,"November 1, 2011",4.0
1465420010,885929,"July 21, 2014",4.25
1484605845,4490236,"July 1, 2014",0
0613243587,340419,"March 8, 2000",4.69
0761312099,4410820,"September 1, 2000",5.0
1609054288,1827002,"January 28, 2014",4.5
1433955563,4510386,"August 1, 2011",4.0
1681855771,499436,"May 4, 2015",4.01
0471571083,752330,"February 17, 1993",5.0
0690043430,1066744,"October 18, 1983",5.0
1491421177,204116,"January 1, 2015",0
1780656459,2486539,"August 7, 2012",4.0
1602799830,2975823,"January 1, 2011",3.0
1780656432,1570060,"August 6, 2012",4.2
1600143253,6195363,"August 1, 2009",0
1600143474,4410761,"August 1, 2009",4.0
1600143237,6145897,"August 1, 2009",0
1600143229,4973568,"August 1, 2009",0
1448849462,5170824,"August 15, 2011",4.0
1856978656,2501129,"March 15, 1993",5.0
1402747993,1278090,"February 5, 2008",4.75
159566923X,2031316,"January 7, 2010",5.0
1848793499,174506,"January 1, 2010",3.0
1433996006,12862687,"August 1, 2013",0
075650287X,5282004,"September 1, 2002",0
1616901330,4612801,"July 15, 2010",0
0789447436,3209349,"October 4, 1999",3.39
0756629799,1336655,"July 16, 2007",4.61
1404868070,4035278,"July 1, 2011",5.0
1846103630,2331505,"August 29, 2011",4.67
0746006713,3090981,"June 1, 1992",5.0
1567665276,5190746,"August 1, 1998",0
079452432X,2144589,"January 1, 2009",0
1595669264,3616996,"January 7, 2010",4.8
0531144941,6469978,"March 1, 1999",0
1433955725,4097203,"August 1, 2011",4.5
0822558955,1367681,"August 1, 2006",3.0
0531153568,3352562,"September 1, 1999",0
0756619696,1787728,"April 3, 2006",4.77
162031018X,2379878,"August 1, 2012",0
0606356886,3282215,"July 17, 2014",4.8
0756644399,3118835,"December 15, 2008",2.5
0749632232,7814987,October 1998,0
1435830873,3518107,"January 1, 2009",3.02
B00EJ1FWWM,5152639,"November 27, 2012",0
1410928691,12659674,"September 13, 2007",0
1433955504,4826260,"August 1, 2011",0
1433955547,13916109,"August 1, 2011",0
0791050033,14741603,"June 1, 1998",5.0
1433955628,8361123,"August 1, 2011",0
1595669256,3855421,"January 7, 2010",4.01
1602799709,6958811,"January 1, 2011",0
0761371117,3354448,"January 1, 2011",5.0
0761444068,5172767,"September 1, 2009",0
0778730506,9051775,"September 1, 2010",0
1583407006,5004476,"July 30, 2005",5.0
0811843025,3000961,"March 1, 2004",5.0
1448806844,8234552,"August 15, 2010",5.0
1435830865,3127995,"January 1, 2009",0
1508954038,2168744,"April 8, 2015",0
1623239656,14168288,"January 1, 2014",0
1476551146,4120069,"January 1, 2014",0
0789415402,4482045,"April 1, 1997",3.77
0375841164,24177,"September 25, 2007",4.55
0486286266,160729,"September 5, 1995",4.59
0823085767,26719,"May 8, 2012",4.5
0789447339,46404,"October 4, 1999",4.71
1429656298,1093260,"August 1, 2010",4.51
0760347131,1798003,"September 3, 2014",4.38
0822599244,488293,"January 1, 2004",4.15
1476552088,1322869,"January 1, 2014",4.25
1465429360,1448887,"September 15, 2015",5.0
1429656301,3251654,"August 1, 2010",3.0
1628321229,1301539,"September 15, 2015",0
1429639407,3011581,"January 1, 2010",0
1633220575,119309,"April 1, 2016",4.89
0143303104,3472683,"February 13, 2008",4.5
0736809309,3021292,"September 1, 2001",0
0778774805,5107236,"September 15, 2012",0
1429656328,5881616,"August 1, 2010",1.0
0939217775,3429579,"April 15, 2005",5.0
1429648872,6829201,"February 1, 2010",0
1599202905,5166650,"August 1, 2008",0
1600142699,4521361,"August 1, 2009",0
142960073X,1451259,"September 1, 2007",5.0
1567114709,4686123,"April 5, 2001",0
0756658381,944577,"October 19, 2009",4.67
082255898X,1740016,"August 1, 2006",1.0
0736852166,4990816,"September 1, 2004",1.0
1429668784,2197330,"July 1, 2011",0
1600581773,457404,"July 1, 2010",4.63
1600145868,3392875,"January 1, 2011",0
0778737861,5403449,"March 1, 2008",0
0736843914,4367974,"September 1, 2005",4.0
0531184900,13924832,"September 30, 2007",1.0
0736863559,4360183,"September 1, 2006",0
1600145094,5501217,"August 2, 2010",0
1476501203,3344130,"July 1, 2013",0
1577650018,2426774,"June 1, 1999",0
0761360263,5250560,"January 1, 2011",0
076144386X,10294220,"September 1, 2009",0
1560653698,3445457,"January 1, 1996",0
1554510155,4711892,"April 13, 2007",0
1881508994,2573085,"November 1, 2007",5.0
0812019946,13438799,"September 1, 1994",0
1600141471,1900205,"February 1, 2008",0
1560653701,9416551,"January 1, 1996",0
1624032206,4545111,"January 1, 2014",0
1404276149,5237341,"January 1, 2007",0
1435897587,5870759,"January 1, 2010",0
1906572402,846316,"March 15, 2009",0
0736891919,5110270,"September 1, 2001",0
1620311038,3951573,"August 1, 2014",0
159515454X,7206491,"November 1, 2006",0
1404276106,1234967,"January 1, 2007",0
0761341625,5692116,"September 1, 2009",3.0
1608185222,4727747,"February 1, 2015",0
1617147001,12016612,"January 1, 2011",0
140423652X,4170728,"June 30, 2007",1.0
1560656115,6390996,"September 1, 1997",0
1624036082,1817015,"January 1, 2015",0
1593014651,7165654,"September 1, 2008",0
053114464X,12164297,"March 1, 1998",4.0
1476539774,6429655,"January 1, 2014",1.0
1477700668,14804867,"January 15, 2013",0
1595665455,5565075,"January 7, 2008",0
1604535407,4458937,"September 1, 2009",0
1624032222,8926092,"January 1, 2014",0
1429647515,12624972,"July 1, 2010",2.0
0778730352,7530450,"July 5, 2007",0
1600141579,4368026,"February 1, 2008",5.0
0736891900,6840505,"September 1, 2001",5.0
1600141609,5267440,"February 1, 2008",1.0
B00BRA35LS,13603306,"September 1, 2006",0
1499401671,1377792,"February 3, 2015",0
1848585632,14252031,"August 1, 2012",0
0136040098,10385274,"May 1, 1981",0
1595154566,12978173,"November 1, 2006",0
1600141358,5469316,"September 1, 2007",0
1615904972,8527015,"August 1, 2010",0
1592968333,9789832,"January 1, 2007",4.0
0836837835,9273575,"October 1, 2003",0
1624032192,2263217,"January 1, 2014",0
0822572869,7384556,"December 15, 2007",0
0736804773,8167916,"January 1, 2000",3.5
0794525652,1793998,"June 1, 2011",0
1621479897,8307257,"March 19, 2013",0
1595663177,9916965,"February 28, 2008",0
1600141323,7343387,"September 1, 2007",0
0736809260,7965351,"September 1, 2001",3.0
0736864490,7290176,"September 1, 2006",0
0836868269,13224345,"July 30, 2006",0
0822572885,5694902,"December 15, 2007",0
0736822143,5260115,"September 1, 2003",0
1624036155,8650275,"January 1, 2015",0
0736877304,8966180,"January 1, 2007",0
0822594277,10480915,"February 1, 2009",0
1595154531,8475848,"October 30, 2005",0
1560650702,12882261,"September 1, 1991",0
0736809287,6675130,"September 1, 2001",0
1600141315,6098059,"September 1, 2007",0
1600141560,4114384,"February 1, 2008",5.0
0789465213,634388,"January 3, 2001",4.67
0803731256,77236,"March 13, 2008",4.72
1452128995,52351,"August 12, 2014",4.89
0763678252,379409,"October 13, 2015",4.76
0736431667,34292,"June 3, 2014",4.77
0385392087,9632,"January 27, 2015",4.62
0736429743,56252,"July 2, 2013",4.65
1426307128,29925,"September 14, 2010",4.12
1477816755,39774,"July 23, 2013",4.62
0762423714,215819,"October 11, 2005",4.84
1602192189,5105,"May 12, 2015",4.52
0830628460,36191,"November 1, 1987",4.28
0385392702,13893,"July 14, 2015",4.29
0064431452,138270,"September 25, 1987",4.69
0756673178,27829,"April 18, 2011",4.46
1423178793,419443,"June 3, 2014",4.72
031251803X,612598,"April 7, 2015",4.57
1609077008,22685,"October 15, 2013",4.82
0545515734,141465,"August 27, 2013",4.84
055350794X,672511,"January 6, 2015",4.73
0486403572,41970,"June 15, 1998",4.69
0399246347,45831,"May 14, 2009",4.74
0399250743,61849,"April 10, 2008",4.5
088106906X,143452,"July 1, 1999",4.51
1484706560,665989,"June 3, 2014",4.59
1442401990,94455,"November 3, 2009",4.48
0060899417,1025824,"October 10, 2006",4.34
0375825177,112405,"October 26, 2004",4.8
0736430504,77590,"January 7, 2014",4.7
0762423706,384599,"October 11, 2005",4.58
0761459839,280929,"October 1, 2011",4.43
0823085708,33348,"May 8, 2012",4.57
0448402149,571953,"May 4, 1994",4.21
0545825555,762769,"August 25, 2015",5.0
0735841675,53548,"May 1, 2014",4.47
0789492911,251370,"July 21, 2003",4.25
0064452212,269397,"October 16, 2007",5.0
1472307909,425234,"March 22, 2013",4.71
0061958107,733710,"September 18, 2012",4.64
1617418749,509035,"May 1, 2011",3.68
0736430156,818773,"July 2, 2013",4.76
0881069175,271807,"February 1, 2002",4.7
0399247211,426313,"May 14, 2009",4.81
1926973917,562829,"August 13, 2013",4.58
0822523825,189771,"August 1, 2004",4.48
1633220419,195050,"September 14, 2015",4.4
1582461570,99480,"May 1, 2005",4.44
0763679992,136636,"November 10, 2015",4.88
1600582354,117106,"September 1, 2011",4.67
0689839294,171317,"November 1, 2000",3.78
1580138012,353446,"March 1, 2009",4.39
0822528738,69706,"September 1, 2005",4.64
0688092357,144947,"October 26, 1989",4.72
0451469917,1085176,"May 19, 2015",4.61
0307265145,71231,"April 9, 2002",4.73
1423107519,309013,"May 5, 2009",4.51
0794532039,37520,"January 1, 2012",4.41
0763673048,113521,"March 24, 2015",4.82
0061958093,207494,"September 13, 2011",4.81
1612360572,60628,"May 1, 2011",3.93
0545641462,673906,"January 27, 2015",4.34
1481405934,427137,"June 10, 2014",4.2
0152060162,80723,"June 19, 2012",4.91
0531205177,197252,"September 1, 2009",4.4
073643240X,209851,"June 3, 2014",4.75
0545664764,1333296,"July 29, 2014",4.34
1465402691,912417,"July 2, 2013",4.04
1416967338,306045,"February 22, 2011",4.59
0810983311,585076,"April 1, 2010",4.59
0823415171,190900,"January 1, 1998",4.89
0736432310,1201233,"June 3, 2014",4.8
1626722110,284213,"April 14, 2015",4.52
068984879X,534722,"January 9, 2007",4.52
162065718X,100183,"February 1, 2013",4.62
054799625X,903070,"April 16, 2013",4.2
0307982033,12240,"January 8, 2013",4.62
0618959793,8153,"March 18, 2008",4.69
1423122305,6642,"September 1, 2009",4.57
0679808094,16628,"September 19, 1990",4.62
0449814823,15487,"July 23, 2013",4.34
044981663X,13859,"September 10, 2013",4.61
1426307772,10989,"April 12, 2011",4.35
0307020975,19179,"February 12, 2001",3.97
141276694X,644329,"January 19, 2007",4.36
0486418391,23491,"August 3, 2001",3.7
0811879429,29470,"January 25, 2012",4.81
0385385374,76748,"July 22, 2014",4.75
0694011673,29466,"April 18, 1998",4.82
0763663077,8284,"September 24, 2013",4.61
0618040315,269368,"April 17, 2000",4.24
0385376448,116472,"July 22, 2014",4.88
0545603668,12882,"August 26, 2014",4.47
1442472898,79230,"May 5, 2015",4.18
0753453061,67201,"September 15, 2000",4.81
038537531X,640519,"January 7, 2014",4.57
0756614600,11163,"October 31, 2005",4.36
0553520741,88478,"July 14, 2015",4.93
0545177642,22675,"August 1, 2010",4.94
0545244838,22142,"October 1, 2011",4.88
1423640802,39536,"August 1, 2015",4.17
0375834095,34794,"October 25, 2005",4.42
1452128251,7363,"August 4, 2015",4.62
0756650321,54899,"April 20, 2009",4.65
0385379161,64492,"July 22, 2014",4.73
037582264X,46930,"September 24, 2002",4.75
1935179810,5729,"April 7, 2015",4.63
0448431483,30413,"March 24, 2003",4.85
0395913624,239824,"September 28, 1998",4.52
1423640748,61246,"August 1, 2015",4.46
1423640772,74698,"August 1, 2015",4.5
0375868127,52376,"May 10, 2011",4.42
0307929892,75283,"January 10, 2012",4.52
0375861777,36760,"August 11, 2009",4.57
0061577790,57607,"May 18, 2010",4.53
0061920851,42680,"January 3, 2012",4.76
0060574186,77629,"June 29, 2010",4.7
1602192138,31768,"September 9, 2014",4.44
0375844139,1069310,"July 22, 2008",4.75
044981713X,49808,"September 10, 2013",4.65
0385374089,136306,"January 7, 2014",4.41
0807510092,102730,"January 1, 1990",4.57
0448405202,2010,"July 31, 2001",4.34
0486440095,35828,"May 31, 2005",4.57
0385373872,32102,"September 23, 2014",4.5
0375831185,85688,"May 10, 2005",4.63
054781853X,12500,"January 7, 2014",4.7
055352335X,167255,"July 28, 2015",4.43
0486405125,36630,"December 23, 1998",3.86
0395349249,103996,"October 24, 1983",4.61
0449817121,823669,"January 7, 2014",3.6
0881069728,33112,"July 1, 2000",4.74
0060292458,123147,"September 17, 2002",4.11
0375871624,803601,"August 9, 2011",3.52
0545233151,807623,"January 1, 2011",4.3
0449815390,50833,"July 23, 2013",4.58
0753461714,153806,"September 30, 2008",4.57
0449816435,59234,"July 23, 2013",4.83
0375839534,142984,"January 9, 2007",4.78
0553497693,76111,"January 6, 2015",4.65
0375813926,392601,"February 25, 2003",4.49
0449815374,149045,"July 23, 2013",4.51
0375869352,48577,"August 9, 2011",4.81
0060837748,31756,"May 23, 2006",4.58
0811878503,452428,"March 12, 2013",4.6
0763642517,329967,"February 10, 2009",4.75
0545384958,82513,"September 24, 2013",4.84
0679892737,65022,"January 20, 1998",4.27
0448451093,439184,"January 8, 2009",4.11
0375868496,693156,"September 25, 2012",4.94
0544320743,96977,"December 2, 2014",4.41
1423163249,716,"October 1, 2013",4.79
1440503257,31,"September 18, 2010",4.5
0823416364,117898,"January 1, 1999",4.8
0756629160,10030,"June 4, 2007",4.6
0811877841,75505,"November 16, 2011",4.82
1426305230,220002,"July 28, 2009",4.71
1883672066,13164,"March 1, 1994",4.61
1451685874,88092,"August 13, 2013",4.8
1423163222,4416,"September 16, 2014",4.7
0982338333,101309,"May 15, 2015",4.79
0061137634,14958,"October 6, 2015",4.69
0898219116,137724,"February 16, 2012",4.53
075664500X,21087,"February 16, 2009",4.56
0471753092,106419,"June 22, 2007",4.54
0061801747,4101,"June 23, 2009",4.65
1452107610,74549,"April 2, 2013",4.01
0064451747,48354,"June 23, 2009",4.19
143292544X,1946632,"August 15, 2009",5.0
0743278569,46629,"October 31, 2006",4.74
1582460507,44754,"June 15, 2001",4.38
1908170360,13826,"February 9, 2012",4.49
0375810986,25775,"July 24, 2001",4.71
1598695924,10681,"September 17, 2008",4.21
0823405338,32012,"January 1, 1978",4.66
0399243860,4257,"May 19, 2005",4.53
0064460029,36242,"November 14, 1984",4.41
0884483525,672699,"January 5, 2014",4.53
1465435468,2113,"May 5, 2015",4.63
0756610060,1671,"August 29, 2005",4.35
0399247475,47689,"June 21, 2007",4.19
081185521X,556437,"April 5, 2007",4.61
0399237917,48948,"September 22, 2005",4.86
0811859568,85648,"February 20, 2008",4.28
1404863885,515117,"August 1, 2010",4.7
0763665037,43364,"February 12, 2013",4.78
1432939432,78791,"September 1, 2010",4.75
1453696725,406529,"August 2, 2010",4.05
1416979700,100360,"May 4, 2010",4.69
1426317174,60893,"September 9, 2014",4.37
0876145918,35979,"November 1, 1992",4.33
1423167562,274402,"April 15, 2014",4.51
0764526340,22555,"August 8, 2003",4.49
0761463135,39958,"December 4, 2012",4.52
0823422453,409643,"September 15, 2009",4.81
0740783459,346395,"September 15, 2009",4.51
0470523077,328144,"September 18, 2009",4.49
1426321112,5089,"September 8, 2015",4.8
1565076796,258022,"September 1, 1997",4.56
1935703919,120177,"November 5, 2013",4.2
1452104662,266929,"May 23, 2012",4.29
0756635055,23456,"February 4, 2008",3.91
1442499273,62570,"July 15, 2014",4.7
160992312X,5516277,"July 1, 2012",0
1582463050,36590,"October 13, 2009",4.73
0316177180,98006,"October 1, 2002",4.29
0060928689,281666,"September 6, 1997",4.67
0756618142,14322,"August 21, 2006",4.33
0756605970,42352,"October 4, 2004",4.39
1404228020,5677380,"January 30, 2008",0
0062023578,157376,"October 22, 2013",4.38
0688122752,54685,"May 21, 1993",4.2
1582460728,61238,"May 1, 2002",4.83
157091558X,850480,"July 1, 2004",5.0
0803735006,315042,"October 15, 2009",4.39
1582461082,42090,"October 1, 2003",4.58
0152060804,43263,"October 1, 2006",4.39
0140385061,23619,"May 1, 1999",4.66
0545235146,12523,"September 1, 2010",4.58
0756609925,109909,"January 3, 2005",4.07
1452143196,317641,"August 18, 2015",4.88
0971851565,42238,"October 31, 2011",4.47
0064460509,110509,"September 25, 1986",4.65
184059666X,119898,"November 21, 2011",4.27
1938063422,931314,"April 1, 2014",4.6
1494431726,Error 404,Error 404,Error 404
1481443925,386482,"September 15, 2015",5.0
1570916950,979372,"July 1, 2007",4.6
1500370150,12553792,"June 30, 2014",5.0
0823433080,77774,"January 15, 2015",4.51
0375846212,821,"January 27, 2009",4.64
0394800168,981,"August 12, 1960",4.78
0064400409,867,"May 30, 1994",4.8
0736423125,2290,"September 14, 2004",4.58
0060572345,1536,"February 18, 2014",4.86
0312367546,910,"May 1, 2007",4.33
0156012197,2409,"May 15, 2000",4.47
0394823370,2342,"August 12, 1971",4.79
0394800796,28,"October 12, 1957",4.73
030797586X,174,"August 7, 2012",4.64
0060248025,8714,"January 24, 2006",4.76
0064405176,3719,"December 27, 2011",4.58
0670451495,7719,"January 1, 1941",4.8
0312373511,2231,"October 2, 2007",4.67
0312369816,4840,"August 21, 2007",4.25
1604332379,531,"October 11, 2011",4.33
014241011X,6901,"August 16, 2007",4.52
0394800184,3561,"June 12, 1960",4.59
0553609416,1095,"October 6, 1998",4.57
039480029X,5342,"February 12, 1963",4.62
0375857389,31455,"January 12, 2010",4.53
0060734019,26313,"July 1, 2008",4.48
006196090X,598,"March 19, 2013",4.81
0525444513,6105,"October 31, 1988",4.76
0689847432,3397,"October 1, 2003",4.33
0142401110,2948,"April 12, 2004",4.47
1423622022,9988,"August 1, 2011",4.53
0670445800,1300,"January 1, 1967",4.49
0140505393,6163,"November 6, 1985",4.81
0689711034,9067,"August 1, 1997",4.82
0380709562,5235,"January 26, 2016",4.69
0142401129,7925,"April 12, 2004",4.4
0394800303,10694,1991,4.48
0679889116,4072,"November 25, 1997",4.82
0147515874,10843,"October 27, 2015",4.33
0689817517,10884,"January 31, 2001",4.85
0399231099,751,"October 4, 1996",4.58
0307988295,363,"August 1, 2000",4.53
0064402754,541,"April 12, 2005",4.74
1442487690,4167,"June 2, 2015",4.8
141971189X,783,"November 4, 2014",4.73
0545132061,849,"February 1, 2010",4.77
0810993139,465,"April 1, 2007",4.62
144946226X,14795,"September 15, 2015",4.71
0545540607,1393,"August 26, 2014",4.71
0810994739,613,"February 1, 2008",4.62
054588621X,1935,"September 29, 2015",4.72
0763680923,24856,"October 6, 2015",4.77
1419711326,772,"November 5, 2013",4.73
1481447211,574233,"June 23, 2015",4.77
1419702238,373,"November 15, 2011",4.71
0545813875,1972,"April 28, 2015",4.65
0810989956,735,"May 1, 2011",4.62
0545813891,2506,"July 28, 2015",4.74
0810983915,660,"October 12, 2009",4.62
1419705849,784,"November 13, 2012",4.62
1481421840,7996,"September 30, 2014",4.74
1941367038,1867,"October 21, 2014",4.6
1510100458,185524,"November 24, 2015",4.5
0545741661,11143,"August 25, 2015",4.38
1442426624,721,"October 4, 2011",4.64
0545433150,4102,"August 26, 2014",4.84
006228360X,2679,"September 24, 2013",4.77
0545433169,3450,"February 23, 2016",4.88
0545208874,3928,"September 1, 2011",4.82
0545208858,3584,"September 1, 2010",4.74
1416980067,5376,"June 2, 2009",4.52
0545208890,4617,"September 1, 2012",4.9
1608867064,32771,"July 28, 2015",4.7
0061885177,8715,"August 31, 2010",4.74
0545852781,39562,"August 25, 2015",4.77
0439846838,3437,"September 1, 2009",4.67
1442449616,7817,"October 2, 2012",4.74
1416980083,5257,"June 8, 2010",4.52
1101935154,63548,"September 22, 2015",4.63
0545643791,11627,"October 29, 2013",4.94
1442411929,4847,"June 5, 2012",4.79
1626720754,28417,"September 29, 2015",4.69
0803740166,4781,"March 10, 2015",4.79
1442449632,5456,"June 4, 2013",4.8
1449462251,39989,"March 17, 2015",4.75
0545480280,18382,"June 25, 2013",4.66
0763673757,163059,"October 28, 2014",4.81
1250056942,4286,"March 31, 2015",4.43
0439846811,2160,"January 1, 2008",4.67
0763660515,214779,"February 25, 2014",4.71
1442422335,5316,"October 11, 2011",4.52
0316381306,2301,"July 21, 2015",4.74
0439706408,8646,"February 1, 2005",4.56
0545552397,16746,"January 7, 2014",4.75
006221005X,15683,"March 25, 2014",4.81
0316256315,10213,"March 3, 2015",4.75
0061885428,5748,"May 10, 2011",4.32
160438168X,362064,"October 23, 2012",4.52
144943634X,6876,"October 14, 2014",4.71
0385373961,28907,"January 7, 2014",4.65
1442498595,2389,"October 1, 2013",4.92
076366927X,17892,"April 14, 2015",4.52
0545886228,1764,"January 26, 2016",4.78
1423117107,4776,"October 12, 2010",4.14
1449446205,1488,"September 2, 2014",4.66
1626720800,18290,"September 1, 2015",4.74
0375846832,4714,June 2009,4.74
1609806069,25065,"July 28, 2015",4.44
193570365X,10855,"December 25, 2012",4.77
0439885175,771057,"November 1, 2008",4.78
1909263087,65242,"September 10, 2013",4.38
1449464890,15302,"January 6, 2015",4.88
1584302674,128499,"July 30, 2010",4.43
1554986923,103809,"October 6, 2015",4.17
0892729457,439493,"December 16, 2011",4.11
1449458270,38985,"April 28, 2015",4.83
0819872970,416098,"August 1, 2013",4.64
